county,obe_21,fei_20,pi_20,aeo_20,uni_20,ieq_20,reg
Berrien,36.700001,7.0999999,29.799999,42,18.9,5.4000001,4
Bibb,39.099998,5.6999998,31.200001,75.099998,14.4,6.4000001,4
Bleckley,40.799999,7.1999998,32.200001,79.5,13.8,5.5999999,4
Brantley,33.599998,8,31.1,30.299999,18.200001,5.3000002,4
Brooks,30.6,7.3000002,30,21.1,19.4,5.6999998,4
Bryan,39.599998,8,29.700001,85,12.2,4.9000001,4
Bulloch,36.599998,6.8000002,28.1,31.5,16.799999,5.5999999,4
Burke,39,6.3000002,26.6,47.099998,15.2,5.6999998,4
Butts,38.099998,7.4000001,26.9,64,15,4.5,4
Calhoun,35,6,32.200001,.30000001,18,4.9000001,4
Camden,37.299999,7.0999999,34,60.700001,13.5,3.9000001,4
Candler,53.700001,7.1999998,32.599998,59.299999,20.799999,5.4000001,4
Carroll,36.099998,7.0999999,35.900002,49.400002,16,4.4000001,4
Catoosa,32.299999,7.9000001,31.5,74.599998,12.7,4.1999998,4
Charlton,36.400002,7.0999999,32.599998,73.099998,15.7,5.5,4
Chatham,29.799999,6.9000001,26,89.599998,16.200001,4.6999998,4
Chattahoochee,43,4.4000001,22.200001,83.699997,12.1,4,4
Chattooga,34.299999,7.6999998,30.200001,41.400002,16.6,4.6999998,4
Cherokee,28.299999,8.6999998,25.200001,91.300003,12.8,3.8,4
Clarke,25,5,25.5,82.300003,16.299999,6.4000001,4
Clay,40.700001,.5,41.200001,29.299999,15.4,6,4
Clayton,36.900002,5.1999998,34,78.900002,18.799999,3.9000001,4
Clinch,45.5,6.4000001,27.299999,5.0999999,16.6,12,4
Cobb,27.9,7.6999998,22.4,93.800003,13.8,4.4000001,4
Coffee,34.200001,7.0999999,33.200001,55.799999,19.4,5,4
Colquitt,39.799999,7.0999999,34.5,64.099998,23.6,4.8000002,4
Columbia,33.299999,8.6999998,26,75.699997,11.3,3.5999999,4
Cook,28.799999,7.0999999,39.799999,64.800003,18.4,5.3000002,4
Coweta,31.1,8.1000004,26.700001,50.5,12.5,4.0999999,4
Crawford,44.400002,8,43.200001,5.3000002,16.6,5.3000002,4
Crisp,36.099998,6.1999998,30.6,42.599998,16.6,5.6999998,4
Dade,37.799999,8.3999996,30.200001,76.300003,14.9,4.6999998,4
Dawson,28.299999,9.1000004,24,95.900002,17.200001,3.8,4
Decatur,27.4,6.5999999,25.4,62,17.700001,6.1999998,4
DeKalb,27.1,6.5,23,92.900002,15.9,4.9000001,4
Dodge,42.400002,7.3000002,34.700001,54.599998,16.6,5.4000001,4
Dooly,39.299999,7.0999999,32.900002,21.5,18.4,4.8000002,4
Dougherty,39.099998,3.9000001,31.700001,80.199997,14.4,5.5,4
Douglas,33.700001,6.6999998,28.4,79.5,14.2,4.0999999,4
Early,46,6.3000002,29.299999,58.700001,14.7,5.5999999,4
Echols,34.299999,8.3000002,23.6,.2,27.6,5.0999999,4
Effingham,35.599998,8.5,35.099998,62.599998,13.6,3.9000001,4
Elbert,44.400002,6.4000001,39.099998,54.700001,17.6,4.8000002,4
Emanuel,37.200001,5.8000002,31.4,45,16,5.0999999,4
Evans,42,7.4000001,28.5,71.300003,17.1,6.0999999,4
Fannin,28.700001,8.6000004,29.6,80.199997,18.299999,4.5,4
Fayette,27.700001,8.6000004,18.700001,89.599998,10.5,4.0999999,4
Floyd,34.299999,7.4000001,28.4,58.400002,17.9,4.9000001,4
Forsyth,26.5,9.3999996,21.200001,85.699997,11.7,3.9000001,4
Franklin,27.5,7.9000001,32.599998,34,18.799999,5.1999998,4
Fulton,24.799999,6.9000001,21.799999,94.5,13,5.9000001,4
Gilmer,25.1,8.3999996,35.599998,87.300003,22.5,4.1999998,4
Glascock,30.6,6.1999998,23.6,1,14.9,4.5,4
Glynn,32,6.9000001,26.9,74.800003,17.4,5.0999999,4
Gordon,32.5,7.9000001,33.099998,57.400002,21.4,4.3000002,4
Grady,35.599998,7,37.799999,53.799999,20.799999,5.0999999,4
Greene,32.299999,7.5,29.4,60.299999,20.1,5.9000001,4
Gwinnett,32.299999,8,24.1,86.900002,18.4,4,4
Habersham,31.4,8,22.5,72.900002,19.299999,4.5999999,4
Hall,32,8.3000002,26,71.199997,21.700001,4.0999999,4
Hancock,30.1,5,28,9.3999996,15.9,5.4000001,4
Haralson,24.799999,8.1999998,26.799999,20,15.2,5.3000002,4
Harris,30.700001,9,24.6,14.5,10.7,4.3000002,4
Hart,31.700001,7.5999999,25.9,73.800003,18.1,4.9000001,4
Heard,36.900002,8,26.200001,25,15.2,4.5,4
Henry,34.700001,7.3000002,26.5,77.400002,12.8,3.5999999,4
Houston,37,6.9000001,28.1,76.699997,13.6,4.4000001,4
Irwin,34.5,7.0999999,26.9,49,14.5,4.9000001,4
Jackson,27.299999,8.8999996,31.1,30.299999,15.7,4.0999999,4
Jasper,35.099998,7.1999998,27.200001,70.800003,17.5,4.1999998,4
Jeff Davis,37.599998,7.6999998,33.599998,63.900002,18.799999,4.9000001,4
Jefferson,28.200001,6.5,22.299999,50.099998,16.299999,5.6999998,4
Jenkins,35,6.8000002,30.6,56.900002,15.7,5.1999998,4
Johnson,47.400002,7.3000002,42.099998,.1,16.200001,5.6999998,4
Jones,35,8.1000004,33.200001,63.400002,12.9,4.3000002,4
Lamar,37.400002,7.3000002,34.099998,50.799999,14.8,5.8000002,4
Lanier,26.700001,7.0999999,45.599998,55.700001,16.4,7.3000002,4
Laurens,38.200001,6.5,39.5,53,15,5.6999998,4
Lee,40.200001,8.3000002,23.6,54.200001,12.8,3.7,4
Liberty,37.599998,5.5,35.200001,69.099998,12.1,3.5999999,4
Lincoln,24.200001,7.3000002,32.299999,87.900002,16.5,5.5999999,4
Long,32.700001,7.6999998,28.799999,12.6,16.4,3.9000001,4
Lowndes,36.099998,6.1999998,33.5,73,17.299999,6.5,4
Lumpkin,31,8.3000002,28,84.900002,19.9,4.5999999,4
McDuffie,40.400002,6.5999999,36.799999,64.300003,15.1,5.3000002,4
McIntosh,30.799999,7.4000001,35,60.599998,16.4,5.5999999,4
Macon,30.299999,5.5999999,35.400002,45.5,19.200001,5.5999999,4
Madison,24.5,8.3999996,31.799999,4.4000001,18.299999,4.4000001,4
Marion,31.1,7.4000001,31.799999,0,17.1,4.4000001,4
Meriwether,41.200001,7.0999999,43.599998,39.700001,16.200001,5.1999998,4
Miller,24,7.4000001,26.299999,30.1,16.5,5.3000002,4
Mitchell,37,6.0999999,31,64.800003,17.6,4.1999998,4
Monroe,36.400002,8,36.099998,69.699997,13.8,5.8000002,4
Montgomery,30.299999,7.1999998,33.099998,24.1,16.9,5.4000001,4
Morgan,31.200001,7.8000002,23.5,34.099998,15.9,4.5,4
Murray,35.599998,8,28.700001,84,20.5,3.7,4
Muscogee,37.900002,6,31.700001,87.699997,13.5,5.1999998,4
Newton,39.799999,6.6999998,30.9,72.800003,14.8,4.5,4
Oconee,24.700001,8.8999996,24.9,81.699997,11.8,4.0999999,4
Oglethorpe,37.400002,8.1999998,26,25.4,18.9,4.4000001,4
Paulding,37.099998,8.1999998,27.1,79.699997,12.8,3.5,4
Peach,41.599998,6.8000002,30.200001,67.400002,17.299999,5.1999998,4
Pickens,34.400002,9,31.4,52.599998,17.5,4.1999998,4
Pierce,35.799999,7.8000002,39.299999,65.800003,16,4.6999998,4
Pike,39.700001,8.8000002,26.700001,38.900002,14.4,4.5,4
Polk,42.299999,7.8000002,29.200001,79.800003,19.1,4.5999999,4
Pulaski,45.099998,7,37.5,71.800003,15.7,5.1999998,4
Putnam,36.099998,8,37.599998,64.099998,18.700001,4,4
Quitman,28.9,5.1999998,27.5,49.200001,17.200001,5,4
Rabun,38,8.5,31.9,100,21.299999,4.9000001,4
Randolph,37.900002,4.5999999,23.299999,0,15.9,4.4000001,4
Richmond,36.400002,5.0999999,30.6,73.099998,14.2,5.3000002,4
Rockdale,44.799999,6.4000001,34.799999,78.900002,15.5,4.1999998,4
Schley,27.6,7.5999999,27.9,25.1,15.1,5.5999999,4
Screven,31.799999,6.4000001,36.700001,54.900002,16.200001,5.5,4
Seminole,43.700001,7,32.099998,45.099998,16.299999,5.1999998,4
Spalding,41.599998,6.8000002,32.799999,72.099998,15.7,4.5,4
Stephens,38.900002,7.5999999,27,80,15.8,4.8000002,4
Stewart,32.299999,6.0999999,30.1,5,17.9,6.4000001,4
Sumter,36.299999,5.3000002,27.9,57.599998,17.200001,5.3000002,4
Talbot,19.700001,6.1999998,32.200001,13.4,15.2,4.3000002,4
Taliaferro,12.5,2.7,28,35.299999,19.799999,4.1999998,4
Tattnall,35.5,7.5999999,49.900002,39.900002,19,5.1999998,4
Taylor,45.799999,6.5,26.700001,58.099998,15.9,5.1999998,4
Telfair,31.299999,6.8000002,48.299999,58.599998,16.299999,4.5999999,4
Terrell,35.400002,5.6999998,25.6,64,18.200001,5.5,4
Thomas,36.700001,6.1999998,26.1,45.900002,16.1,5.0999999,4
Tift,38.400002,7,39.5,78.699997,17.799999,5.1999998,4
Toombs,44.799999,6.6999998,39.200001,71.599998,18.6,5.5,4
Towns,25.5,8.6000004,28.299999,99.699997,17.299999,4.5999999,4
Treutlen,28.299999,7.4000001,31.5,45.200001,16.1,4.8000002,4
Troup,50.299999,6.8000002,34.900002,73,14.7,5.5,4
Turner,39.299999,6.8000002,40,20,18.4,7.8000002,4
Twiggs,37,6.9000001,28.700001,10,17.200001,6.4000001,4
Union,28.299999,8.8999996,26.700001,95.5,18.700001,4.8000002,4
Upson,22.4,6.1999998,31,74,13.8,5.3000002,4
Walker,35.299999,7.4000001,35.5,54.400002,15.2,4.5999999,4
Walton,32.299999,8.1000004,34.200001,69.699997,13.5,4.1999998,4
Ware,34,5.9000001,35.099998,78.099998,15.6,5.0999999,4
Warren,49.5,6.5,27.799999,8,15.6,5.4000001,4
Washington,33.799999,5.6999998,29,28.1,15.2,5.8000002,4
Wayne,40.599998,6.4000001,26,55.099998,14.5,5.5999999,4
Webster,23.4,7.0999999,27.799999,0,16.299999,5.5,4
Wheeler,39.200001,6.3000002,38.200001,11.1,15.7,4.5999999,4
Whitfield,33.299999,8.1000004,31.5,67,23,4.0999999,4
Wilcox,34.599998,7.5,29.1,20.6,17.299999,5.0999999,4
Wilkes,40.599998,6.0999999,30,68.699997,17.799999,4.9000001,4
Wilkinson,33.900002,6.5,34.5,2.0999999,13.4,5.4000001,4
Worth,44,7.3000002,32.799999,51.700001,17.1,4.0999999,1
Hawaii,25.799999,7.3000002,21,70.599998,6.4000001,5.4000001,1
Honolulu,24.4,8.3000002,20.6,96.699997,4.0999999,4.0999999,1
Kauai,23.6,7.9000001,19.299999,93.699997,4.8000002,4.4000001,1
Maui,24.6,8,20,92.5,5.4000001,4.3000002,1
Ada,25,8.1000004,14.9,89.5,8.6999998,4.5,1
Adams,32.400002,7.5999999,21.200001,32.700001,14.4,3.7,1
Bannock,31.200001,7.4000001,20.799999,74.699997,10.7,4.5,1
Bear Lake,29.5,7.6999998,19.799999,48.900002,10.2,4.3000002,1
Benewah,30.1,7,31,72.400002,14.2,4,1
Bingham,34,8,25.9,45.299999,14.8,4.0999999,1
Blaine,16.5,8,14.6,78.400002,17.700001,4.5999999,1
Boise,30,6.0999999,25.299999,79.599998,13.3,4.3000002,1
Bonner,25,7.4000001,21,79.099998,13.3,4.4000001,1
Bonneville,29.200001,8,20.200001,84.5,9.5,4.0999999,1
Boundary,27.200001,7.1999998,27.700001,86.199997,18.200001,3.7,1
Butte,26,7.3000002,29,47.799999,12.3,4.5999999,1
Camas,30,3.2,22.9,6.1999998,17.5,5,1
Canyon,34.5,7.8000002,24.9,77.599998,14.6,3.7,1
Caribou,27.9,7.8000002,24.5,34.799999,9.1000004,4.0999999,1
Cassia,34,7.8000002,24.9,59.099998,15.5,3.9000001,1
Clark,26.6,2.7,22.5,62.799999,26.200001,3.5,1
Clearwater,34.200001,7.3000002,25.6,70.599998,12.5,3.9000001,1
Custer,23.799999,6.4000001,25.5,75.800003,13.8,5.3000002,1
Elmore,36.400002,7,25.6,88.300003,13.5,3.9000001,1
Franklin,29.4,8.3000002,27.6,66.599998,11.8,3.2,1
Fremont,28.5,8.3999996,22.299999,63.299999,14,3.5999999,1
Gem,37.799999,6.9000001,32.099998,73.900002,14.2,4,1
Gooding,31,8.8000002,28.200001,72.800003,19.700001,3.5,1
Idaho,30.1,6.9000001,26.9,63.799999,15.9,4.0999999,1
Jefferson,35.5,8.3999996,22.5,66.199997,12.5,3.2,1
Jerome,32,7.8000002,28.4,72.400002,20.5,4.0999999,1
Kootenai,26.1,7.5999999,19.9,85.5,10.1,3.9000001,1
Latah,25.6,7.3000002,16.6,81.699997,9.3000002,5.1999998,1
Lemhi,25.1,6.4000001,22,77.900002,12.4,3.9000001,1
Lewis,30.6,6.4000001,27.4,54.400002,14.4,4.3000002,1
Lincoln,30.299999,5,29.5,20,17.6,3.7,1
Madison,26.799999,6.1999998,18.200001,84.400002,8.6000004,6,1
Minidoka,30.799999,8.1999998,29.799999,61.099998,17.5,4.0999999,1
Nez Perce,30.200001,7.9000001,22.799999,75,10.6,4,1
Oneida,32.299999,8,23.200001,48.200001,11.9,3.5,1
Owyhee,40.200001,7.5,26.299999,67,23.200001,4.1999998,1
Payette,37.900002,7.5999999,30.299999,67.400002,14.1,4.1999998,1
Power,38.900002,8.5,24.299999,68.800003,16.9,3.2,1
Shoshone,35.200001,7.3000002,21.9,92.800003,13.6,4,1
Teton,18.9,8.8000002,20.9,90.400002,16.5,3.5999999,1
Twin Falls,31.4,8.3000002,24.200001,75.800003,14,4,1
Valley,29.4,7.8000002,18,86.099998,11.8,3.8,1
Washington,36.200001,7.5,29.700001,74.199997,16.4,4,3
Adams,37.900002,8.3000002,27.6,81.900002,5.1999998,4.1999998,3
Alexander,17.9,5.4000001,22.6,58.400002,6.4000001,4.3000002,3
Bond,27.5,8.3999996,24.9,62.700001,6.5999999,4.4000001,3
Boone,33.5,8.8000002,26.6,88.800003,7.5,4.1999998,3
Brown,21.4,7.5,23.200001,75.699997,3.5999999,4.1999998,3
Bureau,32,8,30.4,77.800003,6.0999999,4,3
Calhoun,29.5,8.3999996,23.4,30.200001,6,5.0999999,3
Carroll,29.200001,8.3000002,28.299999,71.400002,7,4.0999999,3
Cass,32.900002,8.8000002,26.9,60.200001,8.5,4,3
Champaign,30.4,7.5,22.1,84.199997,6.0999999,6.4000001,3
Christian,36,8.3999996,29.200001,67.300003,6,4.4000001,3
Clark,30.799999,8.3999996,28.200001,61.299999,5.9000001,4.0999999,3
Clay,28.4,8.3999996,35.099998,52.200001,6.1999998,4.6999998,3
Clinton,31,8.6999998,21,63.900002,4.8000002,3.9000001,3
Coles,32.700001,7.5,29.9,76.800003,6.9000001,5.4000001,3
Cook,27.700001,8.3000002,21,99.099998,10,5.5,3
Crawford,28.200001,8.3000002,29,61.5,5.9000001,4.6999998,3
DeKalb,32.799999,7.1999998,19.799999,84.300003,6.3000002,4.8000002,3
De Witt,28.299999,8.6999998,25,77,5.1999998,3.8,3
Douglas,26.4,8.6999998,24.200001,70.800003,9.3000002,4.3000002,3
DuPage,26.299999,9.1000004,18.1,99.599998,6.4000001,4.1999998,3
Edgar,31.1,7.1999998,28.9,53.299999,6,4.0999999,3
Edwards,30.4,8.1999998,26.5,42.200001,5.8000002,4.0999999,3
Effingham,28.799999,8.5,21.6,57.599998,5.5999999,4.1999998,3
Fayette,30.200001,7.1999998,27,52.900002,7.1999998,4.6999998,3
Ford,29.200001,8,27.799999,65,6.1999998,4.4000001,3
Franklin,33.200001,7.8000002,28.5,59.900002,6.8000002,4.9000001,3
Fulton,25.299999,7.9000001,23.200001,57,6.4000001,4.3000002,3
Gallatin,26.200001,5.8000002,24.200001,36.5,6.5999999,4.8000002,3
Greene,25.299999,7.9000001,28.299999,55.700001,6.4000001,4.3000002,3
Grundy,31.6,8.6000004,24.6,87.5,5,3.9000001,3
Hamilton,28.9,8.3000002,27.5,11.7,5.6999998,4.5,3
Hancock,30.4,7.5999999,30.5,58.400002,5.5999999,4,3
Hardin,29.4,7.8000002,25.5,77.900002,7.3000002,4.5999999,3
Henderson,34.5,8.8000002,31.9,44.099998,7.5,3.4000001,3
Henry,32.599998,8.3999996,25.6,77.199997,6.1999998,4.5,3
Iroquois,30.4,8.1000004,25.700001,42.099998,7.6999998,4.1999998,3
Jackson,24.5,6.4000001,24.799999,77.5,7.6999998,6.5,3
Jasper,23.700001,8.5,20.5,35.599998,5.8000002,4.8000002,3
Jefferson,37.5,7.4000001,24.700001,57.599998,5.9000001,4.8000002,3
Jersey,31.5,8.6000004,35.400002,74.300003,5,4,3
Jo Daviess,26,8.6000004,25.799999,73.400002,7.0999999,3.9000001,3
Johnson,23.4,7.0999999,26.1,69.099998,5.9000001,4.4000001,3
Kane,28.299999,9.3000002,14.8,96.400002,9.1000004,4.1999998,3
Kankakee,38,8,36.5,80,6.6999998,4.5999999,3
Kendall,34.599998,9.3999996,22,93.900002,5.3000002,3.0999999,3
Knox,35.400002,7.5999999,30.1,76.599998,5.8000002,4.6999998,3
Lake,25.1,9,19.799999,98.800003,7.0999999,4.9000001,3
LaSalle,32,8.1999998,29.9,81.5,5.9000001,4.4000001,3
Lawrence,29.5,7.6999998,26,41,6.8000002,4.0999999,3
Lee,34.5,8.6000004,27.700001,66,5.8000002,4.0999999,3
Livingston,29.9,8.5,26.9,70,5.6999998,4.5999999,3
Logan,35.099998,7.9000001,24.299999,73.900002,5.3000002,3.8,3
McDonough,36.299999,7.4000001,27.1,72.5,7.0999999,6.1999998,3
McHenry,33.200001,8.8999996,21.299999,91.699997,6,3.7,3
McLean,31.4,7.6999998,23.200001,83.900002,5.0999999,5.1999998,3
Macon,36,7.4000001,29.6,85,5.5,4.8000002,3
Macoupin,23.799999,8.1999998,23.4,61.299999,6,4.4000001,3
Madison,35.900002,7.5,23.9,81.300003,4.9000001,4.5,3
Marion,24.1,7.1999998,32.299999,64.699997,6.1999998,4.4000001,3
Marshall,24.9,8.3999996,26.5,58.400002,5.9000001,4.4000001,3
Mason,27.5,7.4000001,27.4,54.700001,6.3000002,4.0999999,3
Massac,34.700001,7.8000002,30.9,77.199997,6.0999999,4.6999998,3
Menard,27.200001,8.8999996,22.299999,42.099998,5.4000001,3.8,3
Mercer,33.799999,8.1999998,24.200001,54.400002,5.3000002,3.5999999,3
Monroe,32.400002,9,20.700001,78,3.7,4.3000002,3
Montgomery,30.799999,7.8000002,27.299999,44.900002,6,4.5,3
Morgan,37.900002,7.3000002,25.9,62.700001,5.1999998,4.5999999,3
Moultrie,24.4,8.8000002,24.200001,69,8,3.9000001,3
Ogle,36.599998,8.5,28.200001,62,6.5999999,4,3
Peoria,38.599998,7.4000001,22,82.099998,6.3000002,5,3
Perry,28.299999,7.5,26.4,79.400002,5.6999998,5,3
Piatt,25,9.1999998,22.200001,60.099998,4.6999998,3.3,3
Pike,29.200001,7.8000002,32.099998,57.900002,7.0999999,4.1999998,3
Pope,25.5,7.9000001,22.5,97.800003,7.5,4.5,3
Pulaski,18.5,6.5999999,22.9,66.5,7.5,4.5999999,3
Putnam,26.200001,9,19.6,49.900002,5.8000002,3.5,3
Randolph,37.900002,8.3000002,26.799999,68.699997,5.5,3.9000001,3
Richland,22.1,8.3000002,21.799999,66.300003,6.3000002,4.5999999,3
Rock Island,34.599998,8,22.299999,90.699997,6.6999998,4.4000001,3
St. Clair,36.799999,6.6999998,31.4,85.800003,6.1999998,5.3000002,3
Saline,27.200001,6.3000002,35.599998,65.900002,7.0999999,6,3
Sangamon,34.400002,7.9000001,23.6,83.400002,5.5,5,3
Schuyler,24.799999,8,21.9,35.299999,6.8000002,3.4000001,3
Scott,25.5,8.5,25.6,48.599998,5,4,3
Shelby,30.5,8.1000004,25.5,51.099998,5.0999999,3.8,3
Stark,22.9,7.8000002,24,56.799999,6.3000002,4.4000001,3
Stephenson,38.099998,8.1000004,25,65.699997,6.3000002,4.4000001,3
Tazewell,30.4,8.1000004,25.4,84.199997,4.5999999,3.9000001,3
Union,31.4,8,28.9,54.299999,7.3000002,4.9000001,3
Vermilion,43.200001,7.4000001,31.5,75.099998,6.5,4.4000001,3
Wabash,28.200001,8.5,22.1,71.5,6,4.4000001,3
Warren,37.900002,8.6000004,26.6,65.300003,7.6999998,4,3
Washington,30.5,8.8000002,29.5,54.200001,5.3000002,3.7,3
Wayne,28.6,7.8000002,26.299999,41.700001,6.6999998,3.7,3
White,29.1,7.4000001,21.299999,35.900002,6.0999999,4.0999999,3
Whiteside,35.700001,8.3999996,26,71.900002,6,3.9000001,3
Will,34.200001,8.8000002,22.799999,97,6.3000002,3.9000001,3
Williamson,29.200001,8.1000004,28.799999,76.5,5.4000001,4.5999999,3
Winnebago,29.6,7.6999998,24.700001,90.800003,7.4000001,4.5999999,3
Woodford,30.700001,9.1000004,23.200001,74.900002,4.5,3.5999999,3
Adams,36.099998,8.1000004,30.4,60,11.6,3.8,3
Allen,34.200001,7.3000002,22.6,78.199997,9.6999998,4.1999998,3
Bartholomew,31.799999,7.8000002,25.299999,64.300003,9.8999996,4.1999998,3
Benton,36.200001,8.3999996,31.200001,57.900002,11.3,3.8,3
Blackford,29.200001,8.3000002,29.1,57.900002,8.6000004,3.5999999,3
Boone,26.799999,8.8999996,20.700001,77.099998,6.6999998,4.3000002,3
Brown,31.700001,8.6999998,22.799999,63.099998,10.5,4.1999998,3
Carroll,40.5,8.6999998,30.9,52.299999,10.2,4,3
Cass,35.200001,8.6000004,27,73.400002,13.2,4,3
Clark,37.700001,7.9000001,27.9,89.099998,8.6000004,3.8,3
Clay,34,8.3000002,32.299999,71.199997,8.3999996,3.8,3
Clinton,37,8.8000002,33.599998,63.400002,11.7,3.5999999,3
Crawford,32.099998,7.9000001,37.700001,75.099998,11.5,4.0999999,3
Daviess,30.200001,8.1999998,27.700001,54.900002,17.9,4.5,3
Dearborn,31.700001,8.1000004,25.6,68.699997,7.3000002,4.3000002,3
Decatur,34.200001,8.1000004,31.799999,66.099998,8.1000004,3.7,3
DeKalb,31.200001,7.9000001,21.799999,59.200001,8.3000002,3.5,3
Delaware,33.700001,7,27.9,77,9,4.9000001,3
Dubois,31.700001,8.8000002,20.9,78.199997,8.8999996,4,3
Elkhart,33.900002,8,28.1,73.199997,14.2,3.8,3
Fayette,38.799999,7.1999998,26.5,69.599998,9.6000004,4.5,3
Floyd,31.799999,7.9000001,28.1,82,6.9000001,4.5,3
Fountain,34.200001,7.9000001,33.799999,52.200001,8.6000004,4.0999999,3
Franklin,35.599998,8.3000002,30.6,53,8.8999996,4.1999998,3
Fulton,35.400002,8.1000004,29.6,45.200001,11.4,3.7,3
Gibson,34.400002,8.5,27,69.5,6.6999998,4,3
Grant,36.900002,7.1999998,33.400002,64.5,8.6000004,4.0999999,3
Greene,40,7.9000001,37.599998,52.5,8.8999996,4.1999998,3
Hamilton,25.700001,8.8000002,16.6,91.300003,6.0999999,3.8,3
Hancock,38.400002,8.3000002,25.299999,46.900002,6,3.5999999,3
Harrison,38.599998,8.5,27.200001,41.099998,8.1999998,4.0999999,3
Hendricks,31.6,8.6999998,22.5,69.699997,6.5999999,3.3,3
Henry,30.6,8.1000004,25.5,63.299999,8,4,3
Howard,35.200001,7.3000002,30.9,68.599998,8.3000002,4.5999999,3
Huntington,39.099998,7.8000002,28.5,76.5,7.9000001,3.8,3
Jackson,35.799999,8,28.5,70,10,4.4000001,3
Jasper,35.700001,8.5,27.9,57.5,9.6000004,3.5999999,3
Jay,33.5,7.5,29.4,39.400002,9.5,3.8,3
Jefferson,32.700001,7.6999998,24.799999,66.099998,9.1000004,4.1999998,3
Jennings,42.400002,7.3000002,33.700001,43.799999,8.8000002,3.9000001,3
Johnson,32.700001,8,24.4,80.300003,7.9000001,3.8,3
Knox,35,7.5,33.700001,67.300003,8.5,4.3000002,3
Kosciusko,34.700001,8.3000002,25.799999,65.400002,11.8,3.5999999,3
LaGrange,34.900002,9,25.299999,24.4,24.9,3.3,3
Lake,37.900002,7.0999999,27.299999,91.599998,9.6999998,4.6999998,3
LaPorte,37.400002,7,30.1,75.300003,8.8000002,4.1999998,3
Lawrence,32.599998,8.1000004,30.6,78.699997,8.5,4,3
Madison,40.099998,7.0999999,32.5,70.5,9.1000004,4.4000001,3
Marion,33,6.6999998,26.299999,88.900002,11.7,4.8000002,3
Marshall,42.599998,8.3999996,31.9,54.099998,12.8,4.0999999,3
Martin,45.799999,8.5,39.599998,76.400002,9.3999996,4.4000001,3
Miami,38.400002,7.3000002,32.5,55.299999,10,4,3
Monroe,25.200001,7.1999998,22.700001,86.900002,9.1999998,6.0999999,3
Montgomery,28.6,8.1000004,30,63.799999,9.8000002,3.5999999,3
Morgan,38,8.1999998,27.9,54.200001,8.1999998,3.5999999,3
Newton,32.5,8,35.099998,45.799999,12.2,3.5,3
Noble,37.099998,8.8000002,28.5,63.799999,10.4,3.5,3
Orange,34.299999,7.8000002,27.200001,82.599998,10,4.1999998,3
Owen,32.200001,8.3000002,25.700001,50.400002,11.3,3.5999999,3
Parke,35.200001,7.8000002,34.099998,33.599998,11.8,3.7,3
Perry,38.5,7.5,26.6,76,8.1000004,4.1999998,3
Pike,42.200001,8.5,32.200001,75.5,9,3.8,3
Porter,33.400002,8.1000004,25,80.199997,7.5,4.0999999,3
Posey,33.900002,8.3000002,30.5,30,6.4000001,4.3000002,3
Pulaski,34.599998,8.3999996,27.6,36.299999,10,3.7,3
Putnam,30.700001,8.3999996,29,59.200001,8.1999998,3.7,3
Randolph,33.400002,7.5999999,26.4,49.400002,9.6000004,4.0999999,3
Ripley,31.299999,8.6000004,33.5,52,9.1999998,3.8,3
Rush,29.9,8.1000004,23.1,44.400002,10.3,4.5999999,3
St. Joseph,34.5,7.1999998,26.299999,83.599998,10.2,4.5999999,3
Scott,34,8.3000002,29.1,52,8.6000004,4.1999998,3
Shelby,36.900002,8.3000002,29.799999,54.299999,8.5,3.8,3
Spencer,36,8.8000002,27.799999,46.200001,8.5,3.5999999,3
Starke,33,8.1000004,28.4,56.099998,9.8000002,3.9000001,3
Steuben,29.799999,8.1000004,27.299999,61.299999,9.6000004,3.4000001,3
Sullivan,36.599998,8,31.9,49.5,9.3999996,4.5,3
Switzerland,41.099998,7.8000002,37.099998,48.299999,11.5,3.9000001,3
Tippecanoe,29.799999,7.3000002,24.5,78.699997,9.8999996,4.9000001,3
Tipton,37.400002,8.5,18.4,52.5,8.3999996,3.9000001,3
Vanderburgh,34.099998,7.5,28.5,88.199997,8.5,4.5999999,3
Vermillion,36.200001,7.8000002,25.700001,51.900002,8.1000004,3.9000001,3
Vigo,34.299999,6.5,28.700001,84.900002,9.1000004,4.8000002,3
Wabash,34.200001,8.1000004,26.200001,68.599998,9.1999998,3.7,3
Warren,37.700001,8.6999998,28,33.700001,7.3000002,3.5,3
Warrick,35.5,8.3999996,29.4,85.699997,7.1999998,3.8,3
Washington,38.200001,8.1000004,34.299999,46.5,10.5,3.9000001,3
Wayne,35.5,7.4000001,31.299999,71.599998,11,4.3000002,3
Wells,32,8.3999996,27.5,44.099998,8,3.8,3
White,30.200001,8.6000004,33.900002,46.400002,11,3.4000001,3
Whitley,31.1,8.6000004,26.299999,58,8.6000004,3.4000001,3
Adair,28.700001,8.6999998,26.9,71.599998,5.5,3.8,3
Adams,36.700001,8.6999998,24.700001,54.299999,6.1999998,3.5,3
Allamakee,40.599998,8.5,22.9,71.699997,7.9000001,4.5,3
Appanoose,44.599998,7.8000002,41.099998,69.5,6.3000002,4.5999999,3
Audubon,31.799999,8.3999996,29.4,65,6.6999998,3.8,3
Benton,36.5,8.6999998,25.200001,50.299999,5,3.8,3
Black Hawk,31,7.0999999,23.700001,83.400002,5.3000002,4.4000001,3
